"goods_nomenclature_item_id";"regexp_replace"
"8443130000";"Other offset printing machinery"
"8443140000";"Letterpress printing machinery, reel fed, excluding flexographic printing"
"8443150000";"Letterpress printing machinery, other than reel fed, excluding flexographic printing"
"8443160000";"Flexographic printing machinery"
"8443170000";"Gravure printing machinery"
"8443190000";"Other"
"8443210000";"Letterpress printing machinery, excluding flexographic printing"
"8443210000";"Reel fed"
"8443290000";"Other"
"8443300000";"Flexographic printing machinery"
"8443310000";"Machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data-processing machine or to a network"
"8443310000";"Other printers, copying machines and facsimile machines, whether or not combined"
"8443320000";"Other, capable of connecting to an automatic data-processing machine or to a network"
"8443390000";"Other"
"8443400000";"Gravure printing machinery"
"8443500000";"Other printing machinery"
"8443510000";"Ink-jet printing machines"
"8443510000";"Other printing machinery"
"8443590000";"Other"
"8443600000";"Machines for uses ancillary to printing"
"8443900000";"Parts"
"8443910000";"Parts and accessories"
"8443910000";"Parts and accessories of printing machinery used for printing by means of plates, cylinders and other printing components of heading|8442"
"8443990000";"Other"
"8445110000";"Carding machines"
"8445110000";"Machines for preparing textile fibres"
"8445120000";"Combing machines"
"8445130000";"Drawing or roving machines"
"8445190000";"Other"
"8445200000";"Textile spinning machines"
"8445300000";"Textile doubling or twisting machines"
"8445400000";"Textile winding (including weft-winding) or reeling machines"
"8445900000";"Other"
"8446100000";"For weaving fabrics of a width not exceeding 30|cm"
"8446210000";"For weaving fabrics of a width exceeding 30|cm, shuttle type"
"8446210000";"Power looms"
"8446290000";"Other"
"8446300000";"For weaving fabrics of a width exceeding 30|cm, shuttleless type"
"8447110000";"Circular knitting machines"
"8447110000";"With cylinder diameter not exceeding 165|mm"
"8447120000";"With cylinder diameter exceeding 165|mm"
"8447200000";"Flat knitting machines; stitch-bonding machines"
"8447900000";"Other"
"8448110000";"Auxiliary machinery for machines of heading|8444, 8445, 8446|or 8447"
"8448110000";"Dobbies and jacquards; card-reducing, copying, punching or assembling machines for use therewith"
"8448110000";"Dobbies and Jacquards; card reducing, copying, punching or assembling machines for use therewith"
"8448190000";"Other"
"8448200000";"Parts and accessories of machines of heading No  8444|or of their auxiliary machinery"
"8448200000";"Parts and accessories of machines of heading|8444|or of their auxiliary machinery"
"8448310000";"Card clothing"
"8448310000";"Parts and accessories of machines of heading|8445|or of their auxiliary machinery"
"8448320000";"Of machines for preparing textile fibres, other than card clothing"
"8448330000";"Spindles, spindle flyers, spinning rings and ring travellers"
"8448390000";"Other"
"8448410000";"Parts and accessories of weaving machines (looms) or of their auxiliary machinery"
"8448410000";"Shuttles"
"8448420000";"Parts and accessories of weaving machines (looms) or of their auxiliary machinery"
"8448420000";"Reeds for looms, healds and heald-frames"
"8448490000";"Other"
"8448510000";"Parts and accessories of machines of heading|8447|or of their auxiliary machinery"
"8448510000";"Sinkers, needles and other articles used in forming stitches"
"8448590000";"Other"
"8450110000";"Fully-automatic machines"
"8450110000";"Machines, each of a dry linen capacity not exceeding 10|kg"
"8450120000";"Other machines, with built-in centrifugal drier"
"8450190000";"Other"
"8450200000";"Machines, each of a dry linen capacity exceeding 10|kg"
"8450900000";"Parts"
"8451100000";"Dry-cleaning machines"
"8451210000";"Drying machines"
"8451210000";"Each of a dry linen capacity not exceeding 10|kg"
"8451290000";"Other"
"8451300000";"Ironing machines and presses (including fusing presses)"
"8451400000";"Washing, bleaching or dyeing machines"
"8451500000";"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics"
"8451800000";"Other machinery"
"8451900000";"Parts"
"8452100000";"Sewing machines of the household type"
"8452210000";"Automatic units"
"8452210000";"Other sewing machines"
"8452290000";"Other"
"8452300000";"Sewing machine needles"
"8452400000";"Furniture, bases and covers for sewing machines and parts thereof"
"8452900000";"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines"
"8452900000";"Other parts of sewing machines"
"8453100000";"Machinery for preparing, tanning or working hides, skins or leather"
"8453200000";"Machinery for making or repairing footwear"
"8453800000";"Other machinery"
"8453900000";"Parts"
"8454100000";"Converters"
"8454200000";"Ingot moulds and ladles"
"8454300000";"Casting machines"
"8454900000";"Parts"
"8455100000";"Tube mills"
"8455210000";"Hot or combination hot and cold"
"8455210000";"Other rolling mills"
"8455220000";"Cold"
"8455300000";"Rolls for rolling mills"
"8455900000";"Other parts"
"8456100000";"Operated by laser or other light or photon beam processes"
"8456110000";"Operated by laser"
"8456110000";"Operated by laser or other light or photon beam processes"
"8456120000";"Operated by other light or photon beam processes"
"8456200000";"Operated by ultrasonic processes"
"8456300000";"Operated by electrodischarge processes"
"8456400000";"Operated by plasma arc processes"
"8456500000";"Water-jet cutting machines"
"8456900000";"Other"
"8456910000";"For dry-etching patterns on semiconductor materials"
"8456910000";"Other"
"8456990000";"Other"
"8457100000";"Machining centres"
"8457200000";"Unit construction machines (single station)"
"8457300000";"Multi-station transfer machines"
"8458110000";"Horizontal lathes"
"8458110000";"Numerically controlled"
"8458190000";"Other"
"8458910000";"Numerically controlled"
"8458910000";"Other lathes"
"8458990000";"Other"
"8459100000";"Way-type unit head machines"
"8459210000";"Numerically controlled"
"8459210000";"Other drilling machines"
"8459290000";"Other"
"8459310000";"Numerically controlled"
"8459310000";"Other boring-milling machines"
"8459390000";"Other"
"8459400000";"Other boring machines"
"8459410000";"Numerically controlled"
"8459410000";"Other boring machines"
"8459490000";"Other"
"8459510000";"Milling machines, knee-type"
"8459510000";"Numerically controlled"
"8459590000";"Other"
"8459610000";"Numerically controlled"
"8459610000";"Other milling machines"
"8459690000";"Other"
"8459700000";"Other threading or tapping machines"
"8460110000";"Flat-surface grinding machines, in which the positioning in any one axis can be set up to an accuracy of at least 0,01|mm"
"8460110000";"Numerically controlled"
"8460120000";"Flat-surface grinding machines"
"8460120000";"Numerically controlled"
"8460190000";"Other"
"8460210000";"Numerically controlled"
"8460210000";"Other grinding machines, in which the positioning in any one axis can be set up to an accuracy of at least 0,01|mm"
"8460220000";"Centreless grinding machines, numerically controlled"
"8460220000";"Other grinding machines"
"8460230000";"Other cylindrical grinding machines, numerically controlled"
"8460240000";"Other, numerically controlled"
"8460290000";"Other"
"8460310000";"Numerically controlled"
"8460310000";"Sharpening (tool or cutter grinding) machines"
"8460390000";"Other"
"8460400000";"Honing or lapping machines"
"8460900000";"Other"
"8461100000";"Planing machines"
"8461200000";"Shaping or slotting machines"
"8461300000";"Broaching machines"
"8461400000";"Gear-cutting, gear-grinding or gear-finishing machines"
"8461500000";"Sawing or cutting-off machines"
"8461900000";"Other"
"8462100000";"Forging or die-stamping machines (including presses) and hammers"
"8462210000";"Bending, folding, straightening or flattening machines (including presses)"
"8462210000";"Numerically controlled"
"8462290000";"Other"
"8462310000";"Numerically controlled"
"8462310000";"Shearing machines (including presses), other than combined punching and shearing machines"
"8462390000";"Other"
"8462410000";"Numerically controlled"
"8462410000";"Punching or notching machines (including presses), including combined punching and shearing machines"
"8462490000";"Other"
"8462910000";"Hydraulic presses"
"8462910000";"Other"
"8462990000";"Other"
"8463100000";"Drawbenches for bars, tubes, profiles, wire or the like"
"8463200000";"Thread-rolling machines"
"8463300000";"Machines for working wire"
"8463900000";"Other"
"8464100000";"Sawing machines"
"8464200000";"Grinding or polishing machines"
"8464900000";"Other"
"8465100000";"Machines which can carry out different types of machining operations without tool change between such operations"
"8465200000";"Machining centres"
"8465910000";"Other"
"8465910000";"Sawing machines"
"8465920000";"Planing, milling or moulding (by cutting) machines"
"8465930000";"Grinding, sanding or polishing machines"
"8465940000";"Bending or assembling machines"
"8465950000";"Drilling or morticing machines"
"8465960000";"Splitting, slicing or paring machines"
"8465990000";"Other"
"8466100000";"Tool holders and self-opening dieheads"
"8466200000";"Work holders"
"8466300000";"Dividing heads and other special attachments for machine tools"
"8466300000";"Dividing heads and other special attachments for machines"
"8466910000";"For machines of heading|8464"
"8466910000";"Other"
"8466920000";"For machines of heading|8465"
"8466930000";"For machines of headings|8456|to 8461"
"8466940000";"For machines of heading|8462|or 8463"
"8467110000";"Pneumatic"
"8467110000";"Rotary type (including combined rotary-percussion)"
"8467190000";"Other"
"8467210000";"Drills of all kinds"
"8467210000";"With self-contained electric motor"
"8467220000";"Saws"
"8467290000";"Other"
"8467810000";"Chainsaws"
"8467810000";"Other tools"
"8467890000";"Other"
"8467910000";"Of chainsaws"
"8467910000";"Parts"
"8467920000";"Of pneumatic tools"
"8467990000";"Other"
"8468100000";"Hand-held blow pipes"
"8468200000";"Other gas-operated machinery and apparatus"
"8468800000";"Other machinery and apparatus"
"8468900000";"Parts"
"8469100000";"Automatic typewriters and word-processing machines"
"8469110000";"Automatic typewriters and word-processing machines"
"8469110000";"Word-processing machines"
"8469120000";"Automatic typewriters"
"8469200000";"Other typewriters, electric"
"8469210000";"Other typewriters, electric"
"8469210000";"Weighing not more than 12|kg, excluding case"
"8469290000";"Other"
"8469300000";"Other typewriters, non-electric"
"8469310000";"Other typewriters, non-electric"
"8469310000";"Weighing not more than 12|kg, excluding case"
"8469390000";"Other"
"8470100000";"Electronic calculators capable of operation without an external source of electric power and pocket-size data-recording, reproducing and displaying machines with calculating functions"
"8470100000";"Electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions"
"8470100000";"Electronic calculators capable of operation without an external source of power"
"8470210000";"Incorporating a printing device"
"8470210000";"Other electronic calculating machines"
"8470290000";"Other"
"8470300000";"Other calculating machines"
"8470400000";"Accounting machines"
"8470500000";"Cash registers"
"8470900000";"Other"
"8471100000";"Analogue or hybrid automatic data processing machines"
"8471200000";"Digital automatic data processing machines, containing in the same housing at least a central processing unit and an input and output unit, whether or not combined"
"8471300000";"Portable automatic data-processing machines, weighing not more than 10|kg, consisting of at least a central processing unit, a keyboard and a display"
"8471300000";"Portable digital automatic data-processing machines, weighing not more than 10|kg, consisting of at least a central processing unit, a keyboard and a display"
"8471410000";"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined"
"8471410000";"Other automatic data-processing machines"
"8471410000";"Other digital automatic data-processing machines"
"8471490000";"Other, presented in the form of systems"
"8471500000";"Digital processing units other than those of subheading 8471 41 or 8471 49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units"
"8471500000";"Processing units other than those of subheading 8471|41|or 8471|49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units"
"8471500000";"Processing units other than those of subheading|8471|41|or 8471|49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units"
"8471600000";"Input or output units, whether or not containing storage units in the same housing"
"8471700000";"Storage units"
"8471800000";"Other units of automatic data-processing machines"
"8471900000";"Other"
"8471910000";"Digital processing units, whether or not presented with the rest of a system, which may contain in the same housing one or two of the following types of unit : storage units, input units, output units"
"8471910000";"Other"
"8471920000";"Input or output units, whether or not presented with the rest of a system and whether or not containing storage units in the same housing"
"8471930000";"Storage units, whether or not presented with the rest of a system"
"8471990000";"Other"
"8472100000";"Duplicating machines"
"8472200000";"Addressing machines and address plate embossing machines"
"8472300000";"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps"
"8472900000";"Other"
"8473100000";"Parts and accessories of the machines of heading|8469"
"8473210000";"Of the electronic calculating machines of subheading 8470|10, 8470|21|or 8470|29"
"8473210000";"Of the electronic calculating machines of subheading|8470|10, 8470|21|or 8470|29"
"8473210000";"Parts and accessories of the machines of heading|8470"
"8473290000";"Other"
"8473300000";"Parts and accessories of the machines of heading|8471"
"8473400000";"Parts and accessories of the machines of heading|8472"
"8473500000";"Parts and accessories equally suitable for use with machines of two or more of the headings|8469|to 8472"
"8473500000";"Parts and accessories equally suitable for use with machines of two or more of the headings|8470|to 8472"
"8474100000";"Sorting, screening, separating or washing machines"
"8474200000";"Crushing or grinding machines"
"8474310000";"Concrete or mortar mixers"
"8474310000";"Mixing or kneading machines"
"8474320000";"Machines for mixing mineral substances with bitumen"
"8474390000";"Other"
"8474800000";"Other machinery"
"8474900000";"Parts"
"8475100000";"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes"
"8475200000";"Machines for manufacturing or hot working glass or glassware"
"8475210000";"Machines for making optical fibres and preforms thereof"
"8475210000";"Machines for manufacturing or hot working glass or glassware"
"8475290000";"Other"
"8475900000";"Parts"
"8476110000";"Incorporating heating or refrigerating devices"
"8476110000";"Machines"
"8476190000";"Other"
"8476210000";"Automatic beverage-vending machines"
"8476210000";"Incorporating heating or refrigerating devices"
"8476290000";"Other"
"8476810000";"Incorporating heating or refrigerating devices"
"8476810000";"Other machines"
"8476890000";"Other"
"8476900000";"Parts"
"8477100000";"Injection-moulding machines"
"8477200000";"Extruders"
"8477300000";"Blow-moulding machines"
"8477400000";"Vacuum-moulding machines and other thermoforming machines"
"8477510000";"For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes"
"8477510000";"Other machinery for moulding or otherwise forming"
"8477590000";"Other"
"8477800000";"Other machinery"
"8477900000";"Parts"
"8478100000";"Machinery"
"8478900000";"Parts"
"8479100000";"Machinery for public works, building or the like"
"8479200000";"Machinery for the extraction or preparation of animal or fixed vegetable fats or oils"
"8479300000";"Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork"
"8479400000";"Rope- or cable-making machines"
"8479500000";"Industrial robots, not elsewhere specified or included"
"8479600000";"Evaporative air coolers"
"8479710000";"Of a kind used in airports"
"8479710000";"Passenger boarding bridges"
"8479790000";"Other"
"8479810000";"For treating metal, including electric wire coil-winders"
"8479810000";"Other machines and mechanical appliances"
"8479820000";"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines"
"8479890000";"Other"
"8479900000";"Parts"
"8480100000";"Moulding boxes for metal foundry"
"8480200000";"Mould bases"
"8480300000";"Moulding patterns"
"8480410000";"Injection or compression types"
"8480410000";"Moulds for metal or metal carbides"
"8480490000";"Other"
"8480500000";"Moulds for glass"
"8480600000";"Moulds for mineral materials"
"8480710000";"Injection or compression types"
"8480710000";"Moulds for rubber or plastics"
"8480790000";"Other"
"8481100000";"Pressure-reducing valves"
"8481200000";"Valves for oleohydraulic or pneumatic transmissions"
"8481300000";"Check (non-return) valves"
"8481400000";"Safety or relief valves"
"8481800000";"Other appliances"
"8481900000";"Parts"
"8482100000";"Ball bearings"
"8482200000";"Tapered roller bearings, including cone and tapered roller assemblies"
"8482300000";"Spherical roller bearings"
"8482400000";"Needle roller bearings"
"8482500000";"Other cylindrical roller bearings"
"8482800000";"Other, including combined ball/roller bearings"
"8482910000";"Balls, needles and rollers"
"8482910000";"Parts"
"8482990000";"Other"
"8483100000";"Transmission shafts (including cam shafts and crank shafts) and cranks"
"8483200000";"Bearing housings, incorporating ball or roller bearings"
"8483300000";"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings"
"8483400000";"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters"
"8483400000";"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball screws; gear boxes and other speed changers, including torque converters"
"8483500000";"Flywheels and pulleys, including pulley blocks"
"8483600000";"Clutches and shaft couplings (including universal joints)"
"8483900000";"Parts"
"8483900000";"Toothed wheels, chain sprockets and other transmission elements presented separately; parts"
"8484100000";"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal"
"8484200000";"Mechanical seals"
"8484900000";"Other"
"8485100000";"Ships' or boats' propellers and blades therefor"
"8485900000";"Other"
"8486100000";"Machines and apparatus for the manufacture of boules or wafers"
"8486200000";"Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits"
"8486300000";"Machines and apparatus for the manufacture of flat panel displays"
"8486400000";"Machines and apparatus specified in note|9(C) to this chapter"
"8486900000";"Parts and accessories"
"8487100000";"Ships' or boats' propellers and blades therefor"
"8487900000";"Other"
"8501100000";"Motors of an output not exceeding 37,5|W"
"8501200000";"Universal AC/DC motors of an output exceeding 37,5|W"
"8501310000";"Of an output not exceeding 750|W"
"8501310000";"Other DC motors; DC generators"
"8501320000";"Of an output exceeding 750|W but not exceeding 75|kW"
"8501320000";"Of an output exceeding|750|W but not exceeding|75|kW"
"8501330000";"Of an output exceeding 75|kW but not exceeding 375|kW"
"8501330000";"Of an output exceeding|75|kW but not exceeding|375|kW"
"8501340000";"Of an output exceeding 375|kW"
"8501400000";"Other AC motors, single-phase"
"8501510000";"Of an output not exceeding 750|W"
"8501510000";"Other AC motors, multi-phase"
"8501520000";"Of an output exceeding 750|W but not exceeding 75|kW"
"8501520000";"Of an output exceeding|750|W but not exceeding|75|kW"
"8501530000";"Of an output exceeding 75|kW"
"8501610000";"AC generators (alternators)"
"8501610000";"Of an output not exceeding 75|kVA"
"8501620000";"Of an output exceeding 75|kVA but not exceeding 375|kVA"
"8501620000";"Of an output exceeding|75|kVA but not exceeding|375|kVA"
"8501630000";"Of an output exceeding 375|kVA but not exceeding 750|kVA"
"8501640000";"Of an output exceeding 750|kVA"
"8502110000";"Generating sets with compression-ignition internal combustion piston engines (diesel or semi-diesel engines)"
"8502110000";"Of an output not exceeding 75|kVA"
"8502120000";"Of an output exceeding 75|kVA but not exceeding 375|kVA"
"8502130000";"Of an output exceeding 375|kVA"
"8502200000";"Generating sets with spark-ignition internal combustion piston engines"
"8502300000";"Other generating sets"
"8502310000";"Other generating sets"
"8502310000";"Wind-powered"
"8502390000";"Other"
"8502400000";"Electric rotary converters"
"8504100000";"Ballasts for discharge lamps or tubes"
"8504210000";"Having a power handling capacity not exceeding 650|kVA"
"8504210000";"Liquid dielectric transformers"
"8504220000";"Having a power handling capacity exceeding 650|kVA but not exceeding 10|000|kVA"
"8504220000";"Having a power handling capacity exceeding|650|kVA but not exceeding|10|000|kVA"
"8504230000";"Having a power handling capacity exceeding 10|000|kVA"
"8504310000";"Having a power handling capacity not exceeding 1|kVA"
"8504310000";"Other transformers"
"8504320000";"Having a power handling capacity exceeding 1|kVA but not exceeding 16|kVA"
"8504330000";"Having a power handling capacity exceeding 16|kVA but not exceeding 500|kVA"
"8504340000";"Having a power handling capacity exceeding 500|kVA"
"8504400000";"Static converters"
"8504500000";"Other inductors"
"8504900000";"Parts"
"8505110000";"Of metal"
"8505110000";"Permanent magnets and articles intended to become permanent magnets after magnetisation"
"8505190000";"Other"
"8505200000";"Electro-magnetic couplings, clutches and brakes"
"8505200000";"Electromagnetic couplings, clutches and brakes"
"8505300000";"Electromagnetic lifting heads"
"8505900000";"Other, including parts"
"8506100000";"Manganese dioxide"
"8506110000";"Manganese dioxide"
"8506110000";"Of an external volume not exceeding|300|cm$3"
"8506120000";"Mercuric oxide"
"8506130000";"Silver oxide"
"8506190000";"Other"
"8506200000";"Of an external volume exceeding|300|cm$3"
"8506300000";"Mercuric oxide"
"8506400000";"Silver oxide"
"8506500000";"Lithium"
"8506600000";"Air-zinc"
"8506800000";"Other"
"8506800000";"Other primary cells and primary batteries"
"8506900000";"Parts"
"8507100000";"Lead-acid, of a kind used for starting piston engines"
"8507200000";"Other lead-acid accumulators"
"8507300000";"Nickel-cadmium"
"8507400000";"Nickel-iron"
"8507500000";"Nickel-metal hydride"
"8507600000";"Lithium-ion"
"8507800000";"Other accumulators"
"8507900000";"Parts"
"8508100000";"Drills of all kinds"
"8508110000";"Of a power not exceeding 1|500|W and having a dust bag or other receptable capacity not exceeding 20|l"
"8508110000";"Of a power not exceeding 1|500|W and having a dust bag or other receptacle capacity not exceeding 20|l"
"8508110000";"With self-contained electric motor"
"8508190000";"Other"
"8508200000";"Saws"
"8508600000";"Other vacuum cleaners"
"8508700000";"Parts"
"8508800000";"Other tools"
"8508900000";"Parts"
"8509100000";"Vacuum cleaners"
"8509100000";"Vacuum cleaners, including dry and wet vacuum cleaners"
"8509200000";"Floor polishers"
"8509300000";"Kitchen waste disposers"
"8509400000";"Food grinders and mixers; fruit or vegetable juice extractors"
"8509800000";"Other appliances"
"8509900000";"Parts"
"8510100000";"Shavers"
"8510200000";"Hair clippers"
"8510300000";"Hair-removing appliances"
"8510900000";"Parts"
"8511100000";"Sparking plugs"
"8511200000";"Ignition magnetos; magneto-dynamos; magnetic flywheels"
"8511300000";"Distributors; ignition coils"
"8511400000";"Starter motors and dual purpose starter-generators"
"8511500000";"Other generators"
"8511800000";"Other equipment"
"8511900000";"Parts"
"8512100000";"Lighting or visual signalling equipment of a kind used on bicycles"
"8512200000";"Other lighting or visual signalling equipment"
"8512300000";"Sound signalling equipment"
"8512400000";"Windscreen wipers, defrosters and demisters"
"8512900000";"Parts"
"8513100000";"Lamps"
"8513900000";"Parts"
"8514100000";"Resistance heated furnaces and ovens"
"8514200000";"Furnaces and ovens functioning by induction or dielectric loss"
"8514300000";"Other furnaces and ovens"
"8514400000";"Other equipment for the heat treatment of materials by induction or dielectric loss"
"8514900000";"Parts"
"8515110000";"Brazing or soldering machines and apparatus"
"8515110000";"Soldering irons and guns"
"8515190000";"Other"
"8515210000";"Fully or partly automatic"
"8515210000";"Machines and apparatus for resistance welding of metal"
"8515290000";"Other"
"8515310000";"Fully or partly automatic"
"8515310000";"Machines and apparatus for arc (including plasma arc) welding of metals"
"8515390000";"Other"
"8515800000";"Other machines and apparatus"
"8515900000";"Parts"
"8516100000";"Electric instantaneous or storage water heaters and immersion heaters"
"8516210000";"Electric space-heating apparatus and electric soil-heating apparatus"
"8516210000";"Storage heating radiators"
"8516290000";"Other"
"8516310000";"Electrothermic hairdressing or hand-drying apparatus"
"8516310000";"Hairdryers"
"8516320000";"Other hairdressing apparatus"
"8516330000";"Hand-drying apparatus"
"8516400000";"Electric smoothing irons"
"8516500000";"Microwave ovens"
"8516600000";"Other ovens; cookers, cooking plates, boiling rings; grillers and roasters"
"8516710000";"Coffee or tea makers"
"8516710000";"Other electrothermic appliances"
"8516720000";"Toasters"
"8516790000";"Other"
"8516800000";"Electric heating resistors"
"8516900000";"Parts"
"8517100000";"Telephone sets"
"8517110000";"Line telephone sets with cordless handsets"
"8517110000";"Telephone sets, including telephones for cellular networks or for other wireless networks"
"8517110000";"Telephone sets; videophones"
"8517120000";"Telephones for cellular networks or for other wireless networks"
"8517180000";"Other"
"8517190000";"Other"
"8517200000";"Teleprinters"
"8517210000";"Facsimile machines and teleprinters"
"8517210000";"Fax machines"
"8517220000";"Teleprinters"
"8517300000";"Telephonic or telegraphic switching apparatus"
"8517400000";"Other apparatus, for carrier-current line systems"
"8517500000";"Other apparatus, for carrier-current line systems or for digital line systems"
"8517610000";"Base stations"
"8517610000";"Other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network)"
"8517620000";"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
"8517690000";"Other"
"8517700000";"Parts"
"8517800000";"Other apparatus"
"8517810000";"Other apparatus"
"8517810000";"Telephonic"
"8517820000";"Telegraphic"
"8517900000";"Parts"
"8518100000";"Microphones and stands therefor"
"8518210000";"Loudspeakers, whether or not mounted in their enclosures"
"8518210000";"Single loudspeakers, mounted in their enclosures"
"8518220000";"Multiple loudspeakers, mounted in the same enclosure"
"8518290000";"Other"
"8518300000";"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers"
"8518300000";"Headphones, earphones and combined microphone/speaker sets"
"8518400000";"Audio-frequency electric amplifiers"
"8518500000";"Electric sound amplifier sets"
"8518900000";"Parts"
"8519100000";"Coin- or disc-operated record-players"
"8519200000";"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment"
"8519210000";"Other record-players"
"8519210000";"Without loudspeaker"
"8519290000";"Other"
"8519300000";"Turntables (record-decks)"
"8519310000";"Turntables (record-decks)"
"8519310000";"With automatic record changing mechanism"
"8519390000";"Other"
"8519400000";"Transcribing machines"
"8519500000";"Telephone answering machines"
"8519810000";"Other apparatus"
"8519810000";"Using magnetic, optical or semiconductor media"
"8519890000";"Other"
"8519910000";"Cassette-type"
"8519910000";"Other sound reproducing apparatus"
"8519920000";"Other sound reproducing apparatus"
"8519920000";"Pocket-size cassette-players"
"8519930000";"Other, cassette-type"
"8519990000";"Other"
"8520100000";"Dictating machines not capable of operating without an external source of power"
"8520200000";"Telephone answering machines"
"8520310000";"Cassette-type"
"8520310000";"Other magnetic tape recorders incorporating sound reproducing apparatus"
"8520320000";"Digital audio type"
"8520320000";"Other magnetic tape recorders incorporating sound reproducing apparatus"
"8520330000";"Other, cassette-type"
"8520390000";"Other"
"8520900000";"Other"
"8521100000";"Magnetic tape-type"
"8521900000";"Other"
"8522100000";"Pick-up cartridges"
"8522900000";"Other"
"8523110000";"Magnetic tapes"
"8523110000";"Of a width not exceeding|4|mm"
"8523120000";"Of a width exceeding|4|mm but not exceeding|6,5|mm"
"8523130000";"Of a width exceeding|6,5|mm"
"8523200000";"Magnetic discs"
"8523210000";"Cards incorporating a magnetic stripe"
"8523210000";"Magnetic media"
"8523290000";"Other"
"8523300000";"Cards incorporating a magnetic stripe"
"8523400000";"Optical media"
"8523410000";"Optical media"
"8523410000";"Unrecorded"
"8523490000";"Other"
"8523510000";"Semiconductor media"
"8523510000";"Solid-state non-volatile storage devices"
"8523520000";"'Smart cards'"
"8523590000";"Other"
"8523800000";"Other"
"8523900000";"Other"
"8524100000";"Gramophone records"
"8524210000";"Magnetic tapes"
"8524210000";"Of a width not exceeding|4|mm"
"8524220000";"Of a width exceeding|4|mm but not exceeding|6,5|mm"
"8524230000";"Of a width exceeding|6,5|mm"
"8524310000";"Discs for laser reading systems"
"8524310000";"For reproducing phenomena other than sound or image"
"8524320000";"For reproducing sound only"
"8524390000";"Other"
"8524400000";"Magnetic tapes for reproducing phenomena other than sound or image"
"8524510000";"Of a width not exceeding 4 mm"
"8524510000";"Other magnetic tapes"
"8524520000";"Of a width exceeding 4 mm but not exceeding 6,5 mm"
"8524530000";"Of a width exceeding 6,5 mm"
"8524600000";"Cards incorporating a magnetic stripe"
"8524900000";"Other"
"8524910000";"For reproducing phenomena other than sound or image"
"8524910000";"Other"
"8524990000";"Other"
"8525100000";"Transmission apparatus"
"8525200000";"Transmission apparatus incorporating reception apparatus"
"8525300000";"Television cameras"
"8525400000";"Still image video cameras and other video camera recorders"
"8525400000";"Still image video cameras and other video camera recorders; digital cameras"
"8525500000";"Transmission apparatus"
"8525600000";"Transmission apparatus incorporating reception apparatus"
"8525800000";"Television cameras, digital cameras and video camera recorders"
"8526100000";"Radar apparatus"
"8526910000";"Other"
"8526910000";"Radio navigational aid apparatus"
"8526920000";"Radio remote control apparatus"
"8527110000";"Combined with sound recording or reproducing apparatus"
"8527110000";"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy"
"8527120000";"Pocket-size radio cassette-players"
"8527120000";"Pocket-size radio cassette players"
"8527120000";"Radio-broadcast receivers capable of operating without an external source of power"
"8527120000";"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio- telegraphy"
"8527130000";"Other apparatus combined with sound recording or reproducing apparatus"
"8527190000";"Other"
"8527210000";"Combined with sound recording or reproducing apparatus"
"8527210000";"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles"
"8527210000";"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, including apparatus capable of receiving also radio-telephony or radio-telegraphy"
"8527290000";"Other"
"8527310000";"Combined with sound recording or reproducing apparatus"
"8527310000";"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy"
"8527320000";"Not combined with sound recording or reproducing apparatus but combined with a clock"
"8527390000";"Other"
"8527900000";"Other apparatus"
"8527910000";"Combined with sound recording or reproducing apparatus"
"8527910000";"Other"
"8527920000";"Not combined with sound recording or reproducing apparatus but combined with a clock"
