"goods_nomenclature_sid","goods_nomenclature_item_id","producline_suffix","validity_start_date","validity_end_date","description","number_indents","goods_nomenclature_description_period_sid","desc_validity_start_date","desc_validity_end_date","nice_description","hs_chapter","hs_section","node","leaf","significant_digits"
72779,"0106390000","80","2002-01-01 00:00:00",NULL,"Other",2,143811,"2018-01-01 00:00:00",NULL," - - Other","01",1,"010639","0",6
72780,"0106391000","80","2002-01-01 00:00:00",NULL,"Pigeons",3,121776,"2014-01-01 00:00:00",NULL," - - - Pigeons","01",1,"01063910","1",8
94193,"0106398000","80","2012-01-01 00:00:00",NULL,"Other",3,121777,"2014-01-01 00:00:00",NULL," - - - Other","01",1,"01063980","1",8
94194,"0106410000","10","2012-01-01 00:00:00",NULL,"Insects",1,121778,"2014-01-01 00:00:00",NULL," - Insects","01",1,"010641","0",6
94195,"0106410000","80","2012-01-01 00:00:00",NULL,"Bees",2,121779,"2014-01-01 00:00:00",NULL," - - Bees","01",1,"010641","1",6
94196,"0106490000","80","2012-01-01 00:00:00",NULL,"Other",2,121780,"2014-01-01 00:00:00",NULL," - - Other","01",1,"010649","1",6
72782,"0106900000","80","2002-01-01 00:00:00",NULL,"Other",1,121781,"2014-01-01 00:00:00",NULL," - Other","01",1,"010690","1",6
27809,"0200000000","80","1971-12-31 00:00:00",NULL,"MEAT AND EDIBLE MEAT OFFAL",0,31151,"1971-12-31 00:00:00",NULL," MEAT AND EDIBLE MEAT OFFAL","02",1,"02","0",2
27810,"0201000000","80","1972-01-01 00:00:00",NULL,"Meat of bovine animals, fresh or chilled",0,121782,"2014-01-01 00:00:00",NULL," Meat of bovine animals, fresh or chilled","02",1,"0201","0",4
27811,"0201100000","80","1972-01-01 00:00:00",NULL,"Carcases and half-carcases",1,121783,"2014-01-01 00:00:00",NULL," - Carcases and half-carcases","02",1,"020110","0",6
104276,"0201100021","10","2017-09-21 00:00:00",NULL,"High quality beef and veal",2,147191,"2017-09-21 00:00:00",NULL," - - High quality beef and veal","02",1,"0201100021","0",10
104254,"0201100021","80","2017-09-21 00:00:00",NULL,"Of bison",3,147169,"2017-09-21 00:00:00",NULL," - - - Of bison","02",1,"0201100021","1",10
104255,"0201100029","80","2017-09-21 00:00:00",NULL,"Other",3,147170,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0201100029","1",10
104272,"0201100092","10","2017-09-21 00:00:00",NULL,"Other",2,147187,"2017-09-21 00:00:00",NULL," - - Other","02",1,"0201100092","0",10
104271,"0201100092","20","2017-09-21 00:00:00",NULL,"Carcases of a weight of 180|kg or more but not exceeding 300|kg and half-carcases, of a weight of 90|kg or more but not exceeding 150|kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour",3,147186,"2017-09-21 00:00:00",NULL," - - - Carcases of a weight of 180|kg or more but not exceeding 300|kg and half-carcases, of a weight of 90|kg or more but not exceeding 150|kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","02",1,"0201100092","0",10
104260,"0201100092","80","2017-09-21 00:00:00",NULL,"Of bison",4,147175,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0201100092","1",10
104262,"0201100094","80","2017-09-21 00:00:00",NULL,"Other",4,147177,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201100094","1",10
104275,"0201100097","10","2017-09-21 00:00:00",NULL,"Other",3,147190,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0201100097","0",10
104273,"0201100097","80","2017-09-21 00:00:00",NULL,"Of bison",4,147188,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0201100097","1",10
104274,"0201100098","80","2017-09-21 00:00:00",NULL,"Other",4,147189,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201100098","1",10
27824,"0201200000","80","1972-01-01 00:00:00",NULL,"Other cuts with bone in",1,121784,"2014-01-01 00:00:00",NULL," - Other cuts with bone in","02",1,"020120","0",6
27835,"0201202000","80","1993-01-01 00:00:00",NULL,"'Compensated' quarters",2,121785,"2014-01-01 00:00:00",NULL," - - 'Compensated' quarters","02",1,"02012020","0",8
104282,"0201202021","10","2017-09-21 00:00:00",NULL,"High quality beef and veal",3,147197,"2017-09-21 00:00:00",NULL," - - - High quality beef and veal","02",1,"0201202021","0",10
104280,"0201202021","80","2017-09-21 00:00:00",NULL,"Of bison",4,147195,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0201202021","1",10
104281,"0201202029","80","2017-09-21 00:00:00",NULL,"Other",4,147196,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201202029","1",10
104287,"0201202092","10","2017-09-21 00:00:00",NULL,"Other",3,147202,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0201202092","0",10
104288,"0201202092","20","2017-09-21 00:00:00",NULL,"""Compensated"" quarters, of a weight of 90|kg or more but not exceeding 150|kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour",4,147203,"2017-09-21 00:00:00",NULL," - - - - ""Compensated"" quarters, of a weight of 90|kg or more but not exceeding 150|kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","02",1,"0201202092","0",10
104289,"0201202092","80","2017-09-21 00:00:00",NULL,"Of bison",5,147204,"2017-09-21 00:00:00",NULL," - - - - - Of bison","02",1,"0201202092","1",10
104290,"0201202094","80","2017-09-21 00:00:00",NULL,"Other",5,147205,"2017-09-21 00:00:00",NULL," - - - - - Other","02",1,"0201202094","1",10
104294,"0201202097","10","2017-09-21 00:00:00",NULL,"Other",4,147209,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201202097","0",10
104296,"0201202097","80","2017-09-21 00:00:00",NULL,"Of bison",5,147211,"2017-09-21 00:00:00",NULL," - - - - - Of bison","02",1,"0201202097","1",10
104297,"0201202098","80","2017-09-21 00:00:00",NULL,"Other",5,147212,"2017-09-21 00:00:00",NULL," - - - - - Other","02",1,"0201202098","1",10
27849,"0201203000","80","1993-01-01 00:00:00",NULL,"Unseparated or separated forequarters",2,121786,"2014-01-01 00:00:00",NULL," - - Unseparated or separated forequarters","02",1,"02012030","0",8
104301,"0201203021","10","2017-09-21 00:00:00",NULL,"High quality beef and veal",3,147216,"2017-09-21 00:00:00",NULL," - - - High quality beef and veal","02",1,"0201203021","0",10
104303,"0201203021","80","2017-09-21 00:00:00",NULL,"Of bison",4,147218,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0201203021","1",10
104304,"0201203029","80","2017-09-21 00:00:00",NULL,"Other",4,147219,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201203029","1",10
104362,"0201203092","10","2017-09-21 00:00:00",NULL,"Other",3,147277,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0201203092","0",10
104363,"0201203092","20","2017-09-21 00:00:00",NULL,"Separated forequarters of a weight of 45|kg or more but not exceeding|75|kg, with a low degree of ossification of the cartilages (in particular those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour",4,147278,"2017-09-21 00:00:00",NULL," - - - - Separated forequarters of a weight of 45|kg or more but not exceeding|75|kg, with a low degree of ossification of the cartilages (in particular those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","02",1,"0201203092","0",10
104364,"0201203092","80","2017-09-21 00:00:00",NULL,"Of bison",5,147279,"2017-09-21 00:00:00",NULL," - - - - - Of bison","02",1,"0201203092","1",10
104365,"0201203094","80","2017-09-21 00:00:00",NULL,"Other",5,147280,"2017-09-21 00:00:00",NULL," - - - - - Other","02",1,"0201203094","1",10
104366,"0201203097","10","2017-09-21 00:00:00",NULL,"Other",4,147281,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201203097","0",10
104368,"0201203097","80","2017-09-21 00:00:00",NULL,"Of bison",5,147283,"2017-09-21 00:00:00",NULL," - - - - - Of bison","02",1,"0201203097","1",10
104367,"0201203098","80","2017-09-21 00:00:00",NULL,"Other",5,147282,"2017-09-21 00:00:00",NULL," - - - - - Other","02",1,"0201203098","1",10
27863,"0201205000","80","1993-01-01 00:00:00",NULL,"Unseparated or separated hindquarters",2,121787,"2014-01-01 00:00:00",NULL," - - Unseparated or separated hindquarters","02",1,"02012050","0",8
104434,"0201205021","10","2017-09-21 00:00:00",NULL,"High quality beef and veal",3,147349,"2017-09-21 00:00:00",NULL," - - - High quality beef and veal","02",1,"0201205021","0",10
104435,"0201205021","80","2017-09-21 00:00:00",NULL,"Of bison",4,147350,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0201205021","1",10
104436,"0201205029","80","2017-09-21 00:00:00",NULL,"Other",4,147351,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201205029","1",10
104437,"0201205092","10","2017-09-21 00:00:00",NULL,"Other",3,147352,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0201205092","0",10
104438,"0201205092","20","2017-09-21 00:00:00",NULL,"Separated hindquarters of a weight of 45|kg or more but not exceeding 75|kg (38|kg or more but not exceeding 68|kg in the case of ""Pistola"" cuts), with a low degree of ossification of the cartilages (more especially those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour",4,147353,"2017-09-21 00:00:00",NULL," - - - - Separated hindquarters of a weight of 45|kg or more but not exceeding 75|kg (38|kg or more but not exceeding 68|kg in the case of ""Pistola"" cuts), with a low degree of ossification of the cartilages (more especially those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","02",1,"0201205092","0",10
104439,"0201205092","80","2017-09-21 00:00:00",NULL,"Of bison",5,147354,"2017-09-21 00:00:00",NULL," - - - - - Of bison","02",1,"0201205092","1",10
104440,"0201205094","80","2017-09-21 00:00:00",NULL,"Other",5,147355,"2017-09-21 00:00:00",NULL," - - - - - Other","02",1,"0201205094","1",10
104441,"0201205097","10","2017-09-21 00:00:00",NULL,"Other",4,147356,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201205097","0",10
104442,"0201205097","80","2017-09-21 00:00:00",NULL,"Of bison",5,147357,"2017-09-21 00:00:00",NULL," - - - - - Of bison","02",1,"0201205097","1",10
104443,"0201205098","80","2017-09-21 00:00:00",NULL,"Other",5,147358,"2017-09-21 00:00:00",NULL," - - - - - Other","02",1,"0201205098","1",10
27879,"0201209000","80","1972-01-01 00:00:00",NULL,"Other",2,121788,"2014-01-01 00:00:00",NULL," - - Other","02",1,"02012090","0",8
104445,"0201209011","10","2017-09-21 00:00:00",NULL,"High quality beef and veal",3,147360,"2017-09-21 00:00:00",NULL," - - - High quality beef and veal","02",1,"0201209011","0",10
104446,"0201209011","80","2017-09-21 00:00:00",NULL,"Of bison",4,147361,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0201209011","1",10
104448,"0201209015","80","2017-09-21 00:00:00",NULL,"Other",4,147363,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201209015","1",10
104449,"0201209091","10","2017-09-21 00:00:00",NULL,"Other",3,147364,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0201209091","0",10
104447,"0201209091","80","2017-09-21 00:00:00",NULL,"Of bison",4,147362,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0201209091","1",10
104451,"0201209099","80","2017-09-21 00:00:00",NULL,"Other",4,147366,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201209099","1",10
27882,"0201300000","80","1972-01-01 00:00:00",NULL,"Boneless",1,121789,"2014-01-01 00:00:00",NULL," - Boneless","02",1,"020130","0",6
104452,"0201300031","10","2017-09-21 00:00:00",NULL,"High quality",2,147367,"2017-09-21 00:00:00",NULL," - - High quality","02",1,"0201300031","0",10
104453,"0201300031","80","2017-09-21 00:00:00",NULL,"Of bison",3,147368,"2017-09-21 00:00:00",NULL," - - - Of bison","02",1,"0201300031","1",10
104455,"0201300039","80","2017-09-21 00:00:00",NULL,"Other",3,147370,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0201300039","1",10
104456,"0201300041","10","2017-09-21 00:00:00",NULL,"Other",2,147371,"2017-09-21 00:00:00",NULL," - - Other","02",1,"0201300041","0",10
104459,"0201300041","20","2017-09-21 00:00:00",NULL,"Buffalo meat",3,147374,"2017-09-21 00:00:00",NULL," - - - Buffalo meat","02",1,"0201300041","0",10
104454,"0201300041","80","2017-09-21 00:00:00",NULL,"Of bison",4,147369,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0201300041","1",10
104457,"0201300049","80","2017-09-21 00:00:00",NULL,"Other",4,147372,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0201300049","1",10
27884,"0201300090","80","1972-01-01 00:00:00",NULL,"Other",3,31239,"1972-01-01 00:00:00",NULL," - - - Other","02",1,"0201300090","1",10
27885,"0202000000","80","1972-01-01 00:00:00",NULL,"Meat of bovine animals, frozen",0,134980,"2015-01-01 00:00:00",NULL," Meat of bovine animals, frozen","02",1,"0202","0",4
27886,"0202100000","80","1972-01-01 00:00:00",NULL,"Carcases and half-carcases",1,121791,"2014-01-01 00:00:00",NULL," - Carcases and half-carcases","02",1,"020210","0",6
104293,"0202100011","10","2017-09-21 00:00:00",NULL,"High quality beef and veal",2,147208,"2017-09-21 00:00:00",NULL," - - High quality beef and veal","02",1,"0202100011","0",10
104291,"0202100011","80","2017-09-21 00:00:00",NULL,"Of bison",3,147206,"2017-09-21 00:00:00",NULL," - - - Of bison","02",1,"0202100011","1",10
104292,"0202100015","80","2017-09-21 00:00:00",NULL,"Other",3,147207,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0202100015","1",10
104322,"0202100091","10","2017-09-21 00:00:00",NULL,"Other",2,147237,"2017-09-21 00:00:00",NULL," - - Other","02",1,"0202100091","0",10
104323,"0202100091","80","2017-09-21 00:00:00",NULL,"Of bison",3,147238,"2017-09-21 00:00:00",NULL," - - - Of bison","02",1,"0202100091","1",10
104321,"0202100099","80","2017-09-21 00:00:00",NULL,"Other",3,147236,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0202100099","1",10
27889,"0202200000","80","1972-01-01 00:00:00",NULL,"Other cuts with bone in",1,121792,"2014-01-01 00:00:00",NULL," - Other cuts with bone in","02",1,"020220","0",6
27890,"0202201000","80","1972-01-01 00:00:00",NULL,"'Compensated' quarters",2,121793,"2014-01-01 00:00:00",NULL," - - 'Compensated' quarters","02",1,"02022010","0",8
104324,"0202201011","10","2017-09-21 00:00:00",NULL,"High quality beef and veal",3,147239,"2017-09-21 00:00:00",NULL," - - - High quality beef and veal","02",1,"0202201011","0",10
104325,"0202201011","80","2017-09-21 00:00:00",NULL,"Of bison",4,147240,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0202201011","1",10
104327,"0202201015","80","2017-09-21 00:00:00",NULL,"Other",4,147242,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0202201015","1",10
104329,"0202201091","10","2017-09-21 00:00:00",NULL,"Other",3,147244,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0202201091","0",10
104326,"0202201091","80","2017-09-21 00:00:00",NULL,"Of bison",4,147241,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0202201091","1",10
104328,"0202201099","80","2017-09-21 00:00:00",NULL,"Other",4,147243,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0202201099","1",10
27893,"0202203000","80","1972-01-01 00:00:00",NULL,"Unseparated or separated forequarters",2,121794,"2014-01-01 00:00:00",NULL," - - Unseparated or separated forequarters","02",1,"02022030","0",8
104331,"0202203011","10","2017-09-21 00:00:00",NULL,"High quality beef and veal",3,147246,"2017-09-21 00:00:00",NULL," - - - High quality beef and veal","02",1,"0202203011","0",10
104334,"0202203011","80","2017-09-21 00:00:00",NULL,"Of bison",4,147249,"2017-09-21 00:00:00",NULL," - - - - Of bison","02",1,"0202203011","1",10
104339,"0202203015","80","2017-09-21 00:00:00",NULL,"Other",4,147254,"2017-09-21 00:00:00",NULL," - - - - Other","02",1,"0202203015","1",10
104340,"0202203081","10","2017-09-21 00:00:00",NULL,"Other",3,147255,"2017-09-21 00:00:00",NULL," - - - Other","02",1,"0202203081","0",10
104345,"0202203081","20","2017-09-21 00:00:00",NULL,"Intended for processing",4,147260,"2017-09-21 00:00:00",NULL," - - - - Intended for processing","02",1,"0202203081","0",10
104346,"0202203081","30","2017-09-21 00:00:00",NULL,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",5,147261,"2017-09-21 00:00:00",NULL," - - - - - For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","02",1,"0202203081","0",10
