SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3631995,[122] Non preferential tariff quota,0204503990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632157,[122] Non preferential tariff quota,0204503990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632022,[122] Non preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632158,[122] Non preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631970,[122] Non preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632074,[122] Non preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632048,[122] Non preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631996,[122] Non preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632132,[122] Non preferential tariff quota,0204505100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632133,[122] Non preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631971,[122] Non preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631997,[122] Non preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632023,[122] Non preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632049,[122] Non preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632075,[122] Non preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632159,[122] Non preferential tariff quota,0204505300,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632160,[122] Non preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632134,[122] Non preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631972,[122] Non preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631998,[122] Non preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632076,[122] Non preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632024,[122] Non preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632050,[122] Non preferential tariff quota,0204505500,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631999,[122] Non preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632025,[122] Non preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632051,[122] Non preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632161,[122] Non preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632135,[122] Non preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632077,[122] Non preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631973,[122] Non preferential tariff quota,0204505900,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631974,[122] Non preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632052,[122] Non preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632026,[122] Non preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632162,[122] Non preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632136,[122] Non preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632000,[122] Non preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632078,[122] Non preferential tariff quota,0204507100,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3631975,[122] Non preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632137,[122] Non preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632163,[122] Non preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632079,[122] Non preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632001,[122] Non preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632027,[122] Non preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632053,[122] Non preferential tariff quota,0204507910,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
3632138,[122] Non preferential tariff quota,0204507990,,01/05/2018 - 31/12/2018,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [C] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD382: (Conditions) Access to the tariff quota shall be conditional on presentation of a document issued by the competent authority or agency in the third country of origin. This document is setting out the following: (a) the name of the consigner; (b) the type of product and its CN code; (c) the number of packages, their nature and the marks and numbers they bear; (d) the order number or order numbers of the tariff quota concerned; (e) the total net weight broken down per coefficient category as provided for in Article 3(2) of Regulation (EU) No 1354/2011."
